model,accuracy,balanced_accuracy,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,f1_macro,f1_micro,f1_weighted,roc_auc_ovo,roc_auc_ovo_weighted,roc_auc_ovr,roc_auc_ovr_micro,roc_auc_ovr_weighted,eval_metric
CatBoost_BAG_L1_FULL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,accuracy
LightGBM_BAG_L1_FULL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,accuracy
WeightedEnsemble_L3_FULL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,accuracy
WeightedEnsemble_L2_FULL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,accuracy
RandomForestEntr_BAG_L1_FULL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,accuracy
RandomForestEntr_BAG_L1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,accuracy
LightGBM_BAG_L2_FULL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,accuracy
LightGBMLarge_BAG_L2_FULL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,accuracy
RandomForestGini_BAG_L2_FULL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,accuracy
RandomForestEntr_BAG_L2_FULL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,accuracy
LightGBMLarge_BAG_L1_FULL,0.9696969696969697,0.9523809523809524,0.9861111111111112,0.9696969696969697,0.9709595959595961,0.9523809523809524,0.9696969696969697,0.9696969696969697,0.9672667757774142,0.9696969696969697,0.9688538411942667,1.0,1.0,1.0,0.9912764003673095,1.0,accuracy
LightGBMXT_BAG_L1_FULL,0.9696969696969697,0.9523809523809524,0.9861111111111112,0.9696969696969697,0.9709595959595961,0.9523809523809524,0.9696969696969697,0.9696969696969697,0.9672667757774142,0.9696969696969697,0.9688538411942667,0.9761904761904763,0.9891774891774892,0.9945054945054945,0.9880624426078972,0.9965034965034966,accuracy
XGBoost_BAG_L1_FULL,0.9696969696969697,0.9523809523809524,0.9861111111111112,0.9696969696969697,0.9709595959595961,0.9523809523809524,0.9696969696969697,0.9696969696969697,0.9672667757774142,0.9696969696969697,0.9688538411942667,0.9989648033126294,0.9985883681535855,0.9983596114030897,0.9990817263544536,0.9979020979020978,accuracy
NeuralNetFastAI_BAG_L1_FULL,0.9696969696969697,0.9523809523809524,0.9861111111111112,0.9696969696969697,0.9709595959595961,0.9523809523809524,0.9696969696969697,0.9696969696969697,0.9672667757774142,0.9696969696969697,0.9688538411942667,0.9841269841269842,0.9927849927849928,0.9963369963369964,0.9963269054178145,0.9976689976689975,accuracy
ExtraTreesGini_BAG_L1_FULL,0.9696969696969697,0.9523809523809524,0.9861111111111112,0.9696969696969697,0.9709595959595961,0.9523809523809524,0.9696969696969697,0.9696969696969697,0.9672667757774142,0.9696969696969697,0.9688538411942667,1.0,1.0,1.0,0.9995408631772269,1.0,accuracy
ExtraTreesEntr_BAG_L1,0.9696969696969697,0.9523809523809524,0.9861111111111112,0.9696969696969697,0.9709595959595961,0.9523809523809524,0.9696969696969697,0.9696969696969697,0.9672667757774142,0.9696969696969697,0.9688538411942667,1.0,1.0,1.0,0.9995408631772268,1.0,accuracy
ExtraTreesGini_BAG_L1,0.9696969696969697,0.9523809523809524,0.9861111111111112,0.9696969696969697,0.9709595959595961,0.9523809523809524,0.9696969696969697,0.9696969696969697,0.9672667757774142,0.9696969696969697,0.9688538411942667,1.0,1.0,1.0,0.9995408631772269,1.0,accuracy
ExtraTreesEntr_BAG_L1_FULL,0.9696969696969697,0.9523809523809524,0.9861111111111112,0.9696969696969697,0.9709595959595961,0.9523809523809524,0.9696969696969697,0.9696969696969697,0.9672667757774142,0.9696969696969697,0.9688538411942667,1.0,1.0,1.0,0.9995408631772268,1.0,accuracy
RandomForestGini_BAG_L1,0.9696969696969697,0.9523809523809524,0.9861111111111112,0.9696969696969697,0.9709595959595961,0.9523809523809524,0.9696969696969697,0.9696969696969697,0.9672667757774142,0.9696969696969697,0.9688538411942667,1.0,1.0,1.0,0.9995408631772268,1.0,accuracy
RandomForestGini_BAG_L1_FULL,0.9696969696969697,0.9523809523809524,0.9861111111111112,0.9696969696969697,0.9709595959595961,0.9523809523809524,0.9696969696969697,0.9696969696969697,0.9672667757774142,0.9696969696969697,0.9688538411942667,1.0,1.0,1.0,0.9995408631772268,1.0,accuracy
LightGBMXT_BAG_L2_FULL,0.9696969696969697,0.9523809523809524,0.9861111111111112,0.9696969696969697,0.9709595959595961,0.9523809523809524,0.9696969696969697,0.9696969696969697,0.9672667757774142,0.9696969696969697,0.9688538411942667,1.0,1.0,1.0,0.9912764003673095,1.0,accuracy
