model,accuracy,balanced_accuracy,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,f1_macro,f1_micro,f1_weighted,roc_auc_ovo,roc_auc_ovo_weighted,roc_auc_ovr,roc_auc_ovr_micro,roc_auc_ovr_weighted,eval_metric
ExtraTreesGini_BAG_L2_FULL,0.6464646464646465,0.4773409891588544,0.5583439189150211,0.6464646464646465,0.6368442164697118,0.47734098915885437,0.6464646464646465,0.6464646464646465,0.493366366096781,0.6464646464646465,0.637260076577211,0.7866768198359372,0.8422627975937227,0.8091997546538856,0.9354676582510476,0.8469132902727122,accuracy
RandomForestEntr_BAG_L1,0.6430976430976431,0.47178505617050526,0.5385201855138485,0.6430976430976431,0.6326727280736963,0.47178505617050526,0.6430976430976431,0.6430976430976431,0.48199689591624856,0.6430976430976431,0.6338420233647257,0.8070969842335338,0.853124082462814,0.8218389246134613,0.9389713319754471,0.8564740201038786,accuracy
RandomForestEntr_BAG_L1_FULL,0.6430976430976431,0.47178505617050526,0.5385201855138485,0.6430976430976431,0.6326727280736963,0.47178505617050526,0.6430976430976431,0.6430976430976431,0.48199689591624856,0.6430976430976431,0.6338420233647257,0.8070969842335338,0.853124082462814,0.8218389246134613,0.9389713319754471,0.8564740201038786,accuracy
RandomForestGini_BAG_L2_FULL,0.6430976430976431,0.46725346727838435,0.5422514924393529,0.6430976430976431,0.6344067631971246,0.46725346727838424,0.6430976430976431,0.6430976430976431,0.479899273222059,0.6430976430976431,0.6339063179729386,0.7745617394796713,0.8326421363605552,0.7959548857866462,0.9334068959957476,0.8410773317801606,accuracy
RandomForestEntr_BAG_L2_FULL,0.6363636363636364,0.46393122409003623,0.5403633323198541,0.6363636363636364,0.6259314284017841,0.4639312240900361,0.6363636363636364,0.6363636363636364,0.47769793210219935,0.6363636363636364,0.6269502856661722,0.8169762573022431,0.8616177476699691,0.8405971038912922,0.9389555865425675,0.8511966485660969,accuracy
RandomForestGini_BAG_L1_FULL,0.6296296296296297,0.4531329441629115,0.5399513641853757,0.6296296296296297,0.6215372805801085,0.4531329441629114,0.6296296296296297,0.6296296296296297,0.47026876042172905,0.6296296296296297,0.6202365082601201,0.7936094192487144,0.8436145018230004,0.8085255681902443,0.9369968546923277,0.8540171144987345,accuracy
RandomForestGini_BAG_L1,0.6296296296296297,0.4531329441629115,0.5399513641853757,0.6296296296296297,0.6215372805801085,0.4531329441629114,0.6296296296296297,0.6296296296296297,0.47026876042172905,0.6296296296296297,0.6202365082601201,0.7936094192487144,0.8436145018230004,0.8085255681902443,0.9369968546923277,0.8540171144987345,accuracy
ExtraTreesEntr_BAG_L2_FULL,0.6296296296296297,0.47161455755095244,0.5525038136573123,0.6296296296296297,0.6212036394392698,0.4716145575509524,0.6296296296296297,0.6296296296296297,0.48759181358108705,0.6296296296296297,0.6209361505581483,0.8028060241769446,0.8517480781438285,0.8241004606237686,0.9375340888621846,0.848028213608441,accuracy
ExtraTreesEntr_BAG_L1_FULL,0.6262626262626263,0.46633658520922766,0.5415213651897822,0.6262626262626263,0.626345725294705,0.4663365852092275,0.6262626262626263,0.6262626262626263,0.4784248240810614,0.6262626262626263,0.6182262937330886,0.7800478351316201,0.8384224301416937,0.7970794507876295,0.933833912135446,0.8557896120572971,accuracy
ExtraTreesEntr_BAG_L1,0.6262626262626263,0.46633658520922766,0.5415213651897822,0.6262626262626263,0.626345725294705,0.4663365852092275,0.6262626262626263,0.6262626262626263,0.4784248240810614,0.6262626262626263,0.6182262937330886,0.7800478351316201,0.8384224301416937,0.7970794507876295,0.933833912135446,0.8557896120572971,accuracy
CatBoost_BAG_L2_FULL,0.6262626262626263,0.4694820324979204,0.5517329804746749,0.6262626262626263,0.6174183560547196,0.4694820324979204,0.6262626262626263,0.6262626262626263,0.48262796112853873,0.6262626262626263,0.616915035604468,0.7739741870731041,0.8471826322760122,0.8200884847680803,0.9371303759631482,0.8520713131354921,accuracy
WeightedEnsemble_L3_FULL,0.6262626262626263,0.4694820324979204,0.5517329804746749,0.6262626262626263,0.6174183560547196,0.4694820324979204,0.6262626262626263,0.6262626262626263,0.48262796112853873,0.6262626262626263,0.616915035604468,0.7739741870731041,0.8471826322760122,0.8200884847680803,0.9371303759631482,0.8520713131354921,accuracy
LightGBMXT_BAG_L2_FULL,0.6262626262626263,0.4461370146958509,0.5185146623853109,0.6262626262626263,0.6149245207322884,0.4461370146958508,0.6262626262626263,0.6262626262626263,0.4554323350603068,0.6262626262626263,0.6159438740549952,0.7749173480207551,0.8374909270174463,0.8062892032391842,0.9316900139945408,0.8468958127681525,accuracy
ExtraTreesGini_BAG_L1,0.6195286195286195,0.45106312398677917,0.5278658572610185,0.6195286195286195,0.6175287012204574,0.45106312398677895,0.6195286195286195,0.6195286195286195,0.46538254812192675,0.6195286195286195,0.6120108037813948,0.7902467182695346,0.8442324629075352,0.8062310636621508,0.9341916483704735,0.8562480537774524,accuracy
ExtraTreesGini_BAG_L1_FULL,0.6195286195286195,0.45106312398677917,0.5278658572610185,0.6195286195286195,0.6175287012204574,0.45106312398677895,0.6195286195286195,0.6195286195286195,0.46538254812192675,0.6195286195286195,0.6120108037813948,0.7902467182695346,0.8442324629075352,0.8062310636621508,0.9341916483704735,0.8562480537774524,accuracy
